eps,avg_N,max_N,avg_R,max_R,avg_ratio,max_ratio,max_S_prime,clusters_found
2.000000000000001,12.649782464360321,60,2.8500480248557087,4.830053446445673,5.382010358259165,41.161393212369184,73.29152284654904,741028
2.010000000000001,12.71116852841185,68,2.8759633184893336,5.201618372633404,5.316847122956932,42.129770358974625,85.00154996409658,772125
2.0200000000000014,12.782882776531697,62,2.9041716179067976,5.4102705558718,5.250435350728024,31.81209997025167,91.957644918488,804745
2.030000000000001,12.847024165619942,62,2.9317302706886643,4.880357725822092,5.183803584383941,32.32591273403053,74.82611306090268,839126
2.040000000000001,12.918943824206982,77,2.959708625290115,5.744083894399166,5.121468460377854,49.70498099323773,103.65527813624053,874665
2.050000000000001,12.986637071584207,69,2.9881934692904126,5.371304131458798,5.056157137533165,31.361503867296648,90.6378008503574,908259
2.0600000000000014,13.053558936876513,69,3.0154865523404837,5.571833642966913,4.996835068653722,36.95630976427308,97.53178111148114,943484
2.070000000000001,13.137217655415267,75,3.0468488792793424,5.600850477408596,4.932086519046124,31.378714558155608,98.55027264901057,979167
2.080000000000001,13.211575075852592,70,3.0763347321626218,5.781727724451177,4.873055731476096,32.42354798792599,105.01833882842708,1015786
2.090000000000001,13.295898979304894,71,3.1077725084329404,5.968046381678306,4.813710161656561,35.67187966750004,111.89592017037792,1052616
2.1000000000000014,13.375169366445734,79,3.13797441390799,6.244939839824539,4.755202839495915,30.058670723735123,122.51983144661028,1090830
2.110000000000001,13.45327451141642,78,3.1687274600155146,6.479211578046488,4.696469746434376,30.761862995483384,131.88463348214228,1130871
2.120000000000001,13.533617604246938,78,3.1997272779199686,5.971848495935828,4.640377920067426,38.15178570049086,112.03853856370448,1167900
2.1300000000000012,13.639336706993092,88,3.2357494173425505,6.866333023673486,4.580587450881372,31.174048535678853,148.11518975180962,1206405
2.1400000000000015,13.72487746031848,83,3.2672733442370374,6.351489209663794,4.527107132802052,26.994402875965648,126.73629356639792,1246739
2.1500000000000012,13.817207006557387,80,3.3014582129177157,6.287967189314339,4.471094363649478,46.22771857010118,124.21395969795392,1287708
2.160000000000001,13.915357704325492,79,3.3359871857315087,6.273958014500801,4.418546016206539,26.210521184425716,123.66109529187251,1326878
